human_resistance,gsr_average,emotion
-34,22,Rahatlamış Durum
-2584,717,Üzgün Durum
-9,199,Şaşırmış Durum
-24,166,Heyecanlı Durum
9,100,Heyecanlı Durum
-51,518,Sinirli Durum
19,27,Rahatlamış Durum
-34,236,Şaşırmış Durum
22,473,Mutlu Durum
-1542,217,Üzgün Durum
30,360,Mutlu Durum
-2112,457,Üzgün Durum
19,426,Mutlu Durum
-502,221,Üzgün Durum
-79,153,Heyecanlı Durum
32,389,Mutlu Durum
-48,20,Rahatlamış Durum
-8,187,Şaşırmış Durum
34,464,Mutlu Durum
-670,783,Üzgün Durum
16,180,Şaşırmış Durum
-2293,776,Üzgün Durum
-1026,616,Üzgün Durum
-29,116,Heyecanlı Durum
35,19,Rahatlamış Durum
32,136,Heyecanlı Durum
-69,620,Sinirli Durum
-94,122,Sinirli Durum
11,218,Heyecanlı Durum
16,193,Şaşırmış Durum
33,428,Mutlu Durum
-2867,711,Üzgün Durum
-79,521,Sinirli Durum
-40,589,Sinirli Durum
21,359,Mutlu Durum
33,19,Rahatlamış Durum
25,206,Heyecanlı Durum
-26,127,Heyecanlı Durum
-4,18,Rahatlamış Durum
-36,93,Heyecanlı Durum
-28,201,Şaşırmış Durum
1,192,Heyecanlı Durum
-84,125,Heyecanlı Durum
-1579,654,Üzgün Durum
34,464,Mutlu Durum
-112,11,Üzgün Durum
20,169,Şaşırmış Durum
-14,34,Rahatlamış Durum
-29,174,Şaşırmış Durum
-35,123,Heyecanlı Durum
-390,547,Üzgün Durum
3,252,Şaşırmış Durum
29,22,Rahatlamış Durum
-112,92,Üzgün Durum
-23,211,Şaşırmış Durum
25,14,Rahatlamış Durum
-68,459,Sinirli Durum
-70,37,Rahatlamış Durum
26,176,Şaşırmış Durum
-69,37,Rahatlamış Durum
27,164,Şaşırmış Durum
20,350,Mutlu Durum
-70,283,Sinirli Durum
-44,13,Rahatlamış Durum
-19,30,Rahatlamış Durum
23,435,Mutlu Durum
-41,406,Sinirli Durum
-2750,624,Üzgün Durum
-72,201,Sinirli Durum
-3055,44,Üzgün Durum
-67,134,Heyecanlı Durum
-35,372,Sinirli Durum
-91,803,Sinirli Durum
-2485,212,Üzgün Durum
-29,24,Rahatlamış Durum
27,425,Mutlu Durum
-80,565,Sinirli Durum
11,140,Şaşırmış Durum
23,368,Mutlu Durum
-78,517,Sinirli Durum
-3272,175,Üzgün Durum
-2803,605,Üzgün Durum
-2577,319,Üzgün Durum
1,202,Şaşırmış Durum
-100,121,Sinirli Durum
21,476,Mutlu Durum
-60,230,Sinirli Durum
-2283,542,Üzgün Durum
11,37,Rahatlamış Durum
-104,183,Heyecanlı Durum
-66,19,Rahatlamış Durum
31,475,Mutlu Durum
-1334,631,Üzgün Durum
18,249,Şaşırmış Durum
30,23,Rahatlamış Durum
9,211,Şaşırmış Durum
-3170,718,Üzgün Durum
25,354,Mutlu Durum
-66,202,Sinirli Durum
33,475,Mutlu Durum
-95,798,Sinirli Durum
-1888,536,Üzgün Durum
-69,481,Sinirli Durum
-26,230,Şaşırmış Durum
-2382,517,Üzgün Durum
-704,37,Üzgün Durum
-68,64,Üzgün Durum
-9,150,Şaşırmış Durum
31,441,Mutlu Durum
29,350,Mutlu Durum
-38,36,Rahatlamış Durum
17,141,Heyecanlı Durum
-1319,366,Üzgün Durum
17,412,Mutlu Durum
-4,148,Şaşırmış Durum
-78,663,Sinirli Durum
-15,127,Heyecanlı Durum
18,392,Mutlu Durum
-95,113,Heyecanlı Durum
-44,732,Sinirli Durum
3,181,Heyecanlı Durum
-1474,762,Üzgün Durum
-77,330,Sinirli Durum
-61,30,Rahatlamış Durum
-47,69,Sinirli Durum
-35,27,Rahatlamış Durum
-29,73,Heyecanlı Durum
-150,745,Üzgün Durum
35,455,Mutlu Durum
12,215,Şaşırmış Durum
-58,20,Rahatlamış Durum
-34,167,Heyecanlı Durum
23,128,Şaşırmış Durum
-97,499,Sinirli Durum
-1650,381,Üzgün Durum
30,447,Mutlu Durum
-60,57,Heyecanlı Durum
-56,120,Sinirli Durum
34,408,Mutlu Durum
-99,207,Sinirli Durum
-983,329,Üzgün Durum
22,454,Mutlu Durum
-30,136,Şaşırmış Durum
17,98,Heyecanlı Durum
-2753,746,Üzgün Durum
-2851,656,Üzgün Durum
-35,215,Sinirli Durum
-737,257,Üzgün Durum
19,465,Mutlu Durum
-77,136,Heyecanlı Durum
-39,437,Sinirli Durum
-3022,696,Üzgün Durum
-65,794,Sinirli Durum
0,119,Heyecanlı Durum
19,479,Mutlu Durum
-12,196,Şaşırmış Durum
-92,215,Heyecanlı Durum
8,254,Şaşırmış Durum
-888,338,Üzgün Durum
-48,143,Sinirli Durum
25,350,Mutlu Durum
35,474,Mutlu Durum
-69,17,Rahatlamış Durum
3,146,Heyecanlı Durum
26,176,Heyecanlı Durum
18,260,Şaşırmış Durum
-3268,702,Üzgün Durum
-62,488,Sinirli Durum
15,424,Mutlu Durum
29,364,Mutlu Durum
-1,89,Heyecanlı Durum
22,446,Mutlu Durum
-71,158,Sinirli Durum
-56,526,Sinirli Durum
14,136,Şaşırmış Durum
-2118,207,Üzgün Durum
33,414,Mutlu Durum
-75,770,Sinirli Durum
9,135,Şaşırmış Durum
-1507,692,Üzgün Durum
-21,141,Şaşırmış Durum
-21,54,Heyecanlı Durum
-92,524,Sinirli Durum
28,362,Mutlu Durum
-41,16,Rahatlamış Durum
-65,770,Sinirli Durum
6,53,Heyecanlı Durum
-22,23,Rahatlamış Durum
-91,112,Heyecanlı Durum
-2994,242,Üzgün Durum
-14,28,Rahatlamış Durum
-70,17,Rahatlamış Durum
-44,159,Heyecanlı Durum
22,417,Mutlu Durum
20,29,Rahatlamış Durum
-45,548,Sinirli Durum
-21,28,Rahatlamış Durum
7,185,Şaşırmış Durum
-39,18,Üzgün Durum
-73,105,Heyecanlı Durum
-1307,731,Üzgün Durum
-29,18,Rahatlamış Durum
-1324,60,Üzgün Durum
34,366,Mutlu Durum
22,137,Heyecanlı Durum
-11,231,Şaşırmış Durum
30,432,Mutlu Durum
-17,234,Şaşırmış Durum
17,434,Mutlu Durum
-2923,684,Üzgün Durum
24,351,Mutlu Durum
-28,16,Rahatlamış Durum
-3096,777,Üzgün Durum
-2406,445,Üzgün Durum
-89,164,Heyecanlı Durum
-69,20,Rahatlamış Durum
-57,28,Rahatlamış Durum
-117,449,Üzgün Durum
-68,118,Heyecanlı Durum
-2403,497,Üzgün Durum
-77,120,Heyecanlı Durum
-4,36,Rahatlamış Durum
-42,665,Sinirli Durum
17,438,Mutlu Durum
2,14,Rahatlamış Durum
21,202,Şaşırmış Durum
35,17,Rahatlamış Durum
31,465,Mutlu Durum
-40,207,Şaşırmış Durum
-22,30,Rahatlamış Durum
-59,114,Heyecanlı Durum
5,201,Şaşırmış Durum
-10,17,Rahatlamış Durum
-1091,307,Üzgün Durum
-90,806,Sinirli Durum
15,99,Heyecanlı Durum
-63,73,Sinirli Durum
-26,136,Şaşırmış Durum
14,16,Rahatlamış Durum
-97,67,Sinirli Durum
-42,38,Sinirli Durum
19,71,Heyecanlı Durum
30,27,Rahatlamış Durum
-104,554,Sinirli Durum
5,20,Rahatlamış Durum
-15,37,Rahatlamış Durum
-21,19,Rahatlamış Durum
-101,566,Sinirli Durum
-28,218,Şaşırmış Durum
-57,124,Heyecanlı Durum
-78,326,Sinirli Durum
23,448,Mutlu Durum
-34,173,Şaşırmış Durum
28,398,Mutlu Durum
-564,756,Üzgün Durum
8,148,Şaşırmış Durum
-1921,314,Üzgün Durum
27,175,Şaşırmış Durum
-1216,380,Üzgün Durum
0,164,Heyecanlı Durum
28,125,Şaşırmış Durum
-68,104,Heyecanlı Durum
-96,199,Heyecanlı Durum
18,453,Mutlu Durum
25,389,Mutlu Durum
-58,16,Rahatlamış Durum
-1640,64,Üzgün Durum
-58,28,Rahatlamış Durum
-3121,678,Üzgün Durum
-2615,665,Üzgün Durum
-71,59,Heyecanlı Durum
-68,202,Sinirli Durum
33,380,Mutlu Durum
-2251,118,Üzgün Durum
-2708,750,Üzgün Durum
-89,483,Sinirli Durum
-7,184,Şaşırmış Durum
19,440,Mutlu Durum
-29,167,Şaşırmış Durum
-729,792,Üzgün Durum
-36,446,Sinirli Durum
-175,221,Üzgün Durum
-22,105,Heyecanlı Durum
-48,27,Rahatlamış Durum
22,237,Şaşırmış Durum
-17,208,Şaşırmış Durum
-76,348,Sinirli Durum
23,146,Heyecanlı Durum
19,442,Mutlu Durum
34,33,Rahatlamış Durum
24,156,Şaşırmış Durum
-41,24,Rahatlamış Durum
-1453,778,Üzgün Durum
15,431,Mutlu Durum
18,477,Mutlu Durum
-23,22,Rahatlamış Durum
-64,11,Rahatlamış Durum
-86,217,Sinirli Durum
-98,470,Sinirli Durum
-4,37,Rahatlamış Durum
-3,148,Şaşırmış Durum
-2393,795,Üzgün Durum
-91,270,Sinirli Durum
-100,166,Heyecanlı Durum
-46,113,Heyecanlı Durum
-66,234,Sinirli Durum
22,443,Mutlu Durum
-12,246,Şaşırmış Durum
21,472,Mutlu Durum
-1232,173,Üzgün Durum
-31,13,Rahatlamış Durum
-3,157,Şaşırmış Durum
-15,19,Rahatlamış Durum
24,398,Mutlu Durum
-431,638,Üzgün Durum
-67,209,Heyecanlı Durum
31,402,Mutlu Durum
19,150,Şaşırmış Durum
-70,755,Sinirli Durum
-43,119,Sinirli Durum
-2,96,Heyecanlı Durum
-96,196,Heyecanlı Durum
-2134,511,Üzgün Durum
-1057,611,Üzgün Durum
10,51,Heyecanlı Durum
-2736,520,Üzgün Durum
-29,21,Rahatlamış Durum
-12,108,Heyecanlı Durum
-92,78,Heyecanlı Durum
21,221,Şaşırmış Durum
-13,181,Heyecanlı Durum
2,141,Heyecanlı Durum
34,466,Mutlu Durum
-54,105,Heyecanlı Durum
25,434,Mutlu Durum
25,435,Mutlu Durum
-21,174,Heyecanlı Durum
-103,633,Sinirli Durum
-43,19,Rahatlamış Durum
0,199,Şaşırmış Durum
24,31,Rahatlamış Durum
11,234,Şaşırmış Durum
30,458,Mutlu Durum
-572,28,Üzgün Durum
-12,31,Rahatlamış Durum
-1297,469,Üzgün Durum
-98,359,Sinirli Durum
-98,80,Sinirli Durum
20,459,Mutlu Durum
-87,643,Sinirli Durum
-21,97,Heyecanlı Durum
-17,158,Şaşırmış Durum
-72,113,Heyecanlı Durum
-3179,306,Üzgün Durum
-27,32,Rahatlamış Durum
-3171,448,Üzgün Durum
26,425,Mutlu Durum
-85,89,Heyecanlı Durum
-19,180,Heyecanlı Durum
-87,776,Sinirli Durum
-35,217,Şaşırmış Durum
25,448,Mutlu Durum
-26,259,Şaşırmış Durum
-69,117,Heyecanlı Durum
17,125,Şaşırmış Durum
-62,22,Rahatlamış Durum
-46,19,Rahatlamış Durum
-4,137,Heyecanlı Durum
-83,432,Sinirli Durum
10,179,Üzgün Durum
16,244,Şaşırmış Durum
25,251,Şaşırmış Durum
-21,183,Şaşırmış Durum
-1758,558,Üzgün Durum
-31,36,Rahatlamış Durum
28,471,Mutlu Durum
33,463,Mutlu Durum
-95,86,Heyecanlı Durum
24,382,Mutlu Durum
2,194,Şaşırmış Durum
25,99,Heyecanlı Durum
-1844,716,Üzgün Durum
-59,130,Heyecanlı Durum
-35,220,Heyecanlı Durum
-31,37,Rahatlamış Durum
-35,187,Şaşırmış Durum
-38,213,Heyecanlı Durum
-1958,223,Üzgün Durum
-27,91,Heyecanlı Durum
-43,728,Sinirli Durum
-19,212,Şaşırmış Durum
23,350,Mutlu Durum
-102,187,Heyecanlı Durum
-39,800,Sinirli Durum
-13,201,Şaşırmış Durum
-41,165,Heyecanlı Durum
15,409,Mutlu Durum
-47,359,Sinirli Durum
15,35,Rahatlamış Durum
19,479,Mutlu Durum
-24,77,Heyecanlı Durum
-89,188,Sinirli Durum
26,166,Şaşırmış Durum
-75,80,Heyecanlı Durum
-93,551,Sinirli Durum
-88,408,Sinirli Durum
22,402,Mutlu Durum
-78,167,Heyecanlı Durum
29,451,Mutlu Durum
34,462,Mutlu Durum
15,477,Mutlu Durum
-78,514,Sinirli Durum
28,128,Şaşırmış Durum
-3118,600,Üzgün Durum
21,367,Mutlu Durum
-527,743,Üzgün Durum
-54,241,Sinirli Durum
-38,29,Rahatlamış Durum
-73,468,Sinirli Durum
-95,555,Sinirli Durum
-37,532,Sinirli Durum
-30,50,Üzgün Durum
-64,385,Sinirli Durum
-1282,267,Üzgün Durum
30,469,Mutlu Durum
4,26,Rahatlamış Durum
35,352,Mutlu Durum
20,207,Şaşırmış Durum
-63,28,Rahatlamış Durum
-13,214,Şaşırmış Durum
-63,81,Heyecanlı Durum
7,244,Şaşırmış Durum
-88,545,Sinirli Durum
16,151,Şaşırmış Durum
-1530,761,Üzgün Durum
-33,17,Rahatlamış Durum
-3186,82,Üzgün Durum
-93,407,Sinirli Durum
-46,24,Rahatlamış Durum
3,22,Rahatlamış Durum
-19,170,Şaşırmış Durum
18,193,Şaşırmış Durum
14,238,Şaşırmış Durum
-35,28,Rahatlamış Durum
-52,32,Rahatlamış Durum
13,25,Rahatlamış Durum
10,240,Şaşırmış Durum
31,369,Mutlu Durum
-2426,619,Üzgün Durum
-506,656,Üzgün Durum
-326,500,Üzgün Durum
24,364,Mutlu Durum
24,463,Mutlu Durum
33,462,Mutlu Durum
29,359,Mutlu Durum
-20,18,Rahatlamış Durum
-44,29,Rahatlamış Durum
-546,752,Üzgün Durum
-293,226,Üzgün Durum
-39,37,Rahatlamış Durum
-2118,455,Üzgün Durum
-56,211,Heyecanlı Durum
-43,97,Üzgün Durum
18,424,Mutlu Durum
24,430,Mutlu Durum
20,131,Şaşırmış Durum
15,389,Mutlu Durum
-70,37,Rahatlamış Durum
20,385,Mutlu Durum
-67,52,Heyecanlı Durum
20,260,Şaşırmış Durum
16,381,Mutlu Durum
-64,37,Rahatlamış Durum
-765,427,Üzgün Durum
0,34,Rahatlamış Durum
-32,196,Şaşırmış Durum
15,392,Mutlu Durum
-28,115,Heyecanlı Durum
-55,65,Heyecanlı Durum
18,365,Mutlu Durum
-68,11,Rahatlamış Durum
31,391,Mutlu Durum
-1,213,Şaşırmış Durum
19,37,Rahatlamış Durum
19,412,Mutlu Durum
-105,265,Sinirli Durum
32,456,Mutlu Durum
-45,24,Rahatlamış Durum
20,12,Rahatlamış Durum
21,372,Mutlu Durum
-91,471,Sinirli Durum
19,356,Mutlu Durum
-13,230,Şaşırmış Durum
-78,829,Sinirli Durum
3,199,Heyecanlı Durum
22,216,Şaşırmış Durum
-2057,315,Üzgün Durum
-2133,35,Üzgün Durum
-61,31,Rahatlamış Durum
22,204,Şaşırmış Durum
-85,824,Sinirli Durum
-64,187,Heyecanlı Durum
20,399,Mutlu Durum
20,219,Heyecanlı Durum
24,232,Şaşırmış Durum
-6,185,Şaşırmış Durum
-230,482,Üzgün Durum
32,54,Heyecanlı Durum
-14,205,Heyecanlı Durum
15,369,Mutlu Durum
-12,108,Heyecanlı Durum
28,388,Mutlu Durum
-523,63,Üzgün Durum
-1896,570,Üzgün Durum
-480,477,Üzgün Durum
-18,239,Şaşırmış Durum
-50,75,Heyecanlı Durum
25,17,Rahatlamış Durum
22,398,Mutlu Durum
22,423,Mutlu Durum
-29,147,Heyecanlı Durum
-2497,452,Üzgün Durum
10,228,Şaşırmış Durum
-31,215,Şaşırmış Durum
-90,82,Heyecanlı Durum
15,200,Heyecanlı Durum
32,432,Mutlu Durum
-48,15,Rahatlamış Durum
-1545,397,Üzgün Durum
-7,194,Şaşırmış Durum
5,204,Şaşırmış Durum
10,248,Şaşırmış Durum
7,191,Şaşırmış Durum
-72,143,Sinirli Durum
5,136,Şaşırmış Durum
23,176,Şaşırmış Durum
-33,21,Rahatlamış Durum
0,107,Heyecanlı Durum
-57,37,Rahatlamış Durum
-29,125,Şaşırmış Durum
27,14,Rahatlamış Durum
-99,161,Heyecanlı Durum
-42,419,Sinirli Durum
-95,520,Sinirli Durum
-2529,352,Üzgün Durum
-63,23,Rahatlamış Durum
-72,26,Sinirli Durum
33,29,Rahatlamış Durum
16,373,Mutlu Durum
21,12,Rahatlamış Durum
-96,58,Sinirli Durum
-4,145,Heyecanlı Durum
-29,131,Heyecanlı Durum
1,125,Heyecanlı Durum
9,22,Rahatlamış Durum
-30,221,Şaşırmış Durum
-57,188,Heyecanlı Durum
28,34,Rahatlamış Durum
-52,313,Üzgün Durum
2,23,Rahatlamış Durum
-2517,228,Üzgün Durum
-17,148,Şaşırmış Durum
-16,125,Heyecanlı Durum
-12,16,Rahatlamış Durum
35,351,Mutlu Durum
-1561,347,Üzgün Durum
-2991,334,Üzgün Durum
-3253,168,Üzgün Durum
-81,167,Sinirli Durum
22,23,Rahatlamış Durum
-52,16,Rahatlamış Durum
-40,31,Rahatlamış Durum
32,370,Mutlu Durum
-18,178,Şaşırmış Durum
26,416,Mutlu Durum
-87,190,Heyecanlı Durum
34,354,Mutlu Durum
-74,291,Sinirli Durum
-64,57,Heyecanlı Durum
-70,26,Rahatlamış Durum
14,145,Şaşırmış Durum
-3061,118,Üzgün Durum
-35,232,Şaşırmış Durum
-1017,102,Üzgün Durum
29,411,Mutlu Durum
-2989,309,Üzgün Durum
22,444,Mutlu Durum
-95,350,Sinirli Durum
28,407,Mutlu Durum
-28,76,Heyecanlı Durum
-60,84,Heyecanlı Durum
32,210,Heyecanlı Durum
-962,583,Üzgün Durum
-38,187,Şaşırmış Durum
32,351,Mutlu Durum
23,480,Mutlu Durum
17,467,Mutlu Durum
-78,153,Heyecanlı Durum
-524,236,Üzgün Durum
-104,453,Sinirli Durum
-23,36,Rahatlamış Durum
-51,706,Sinirli Durum
4,20,Rahatlamış Durum
29,430,Mutlu Durum
-88,128,Sinirli Durum
27,407,Mutlu Durum
-95,95,Heyecanlı Durum
-95,723,Sinirli Durum
35,386,Mutlu Durum
35,395,Mutlu Durum
24,364,Mutlu Durum
27,183,Şaşırmış Durum
35,374,Mutlu Durum
30,463,Mutlu Durum
-66,55,Heyecanlı Durum
-25,132,Şaşırmış Durum
-1461,17,Üzgün Durum
-85,144,Sinirli Durum
-1846,370,Üzgün Durum
-2892,524,Üzgün Durum
30,205,Şaşırmış Durum
16,213,Şaşırmış Durum
30,239,Şaşırmış Durum
-61,107,Heyecanlı Durum
-1780,604,Üzgün Durum
-2028,659,Üzgün Durum
-46,106,Heyecanlı Durum
-49,52,Heyecanlı Durum
-39,325,Sinirli Durum
25,32,Rahatlamış Durum
-35,521,Sinirli Durum
-54,517,Sinirli Durum
-313,23,Üzgün Durum
21,426,Mutlu Durum
-70,33,Rahatlamış Durum
17,133,Şaşırmış Durum
-1272,377,Üzgün Durum
17,240,Şaşırmış Durum
14,137,Şaşırmış Durum
18,388,Mutlu Durum
-28,140,Şaşırmış Durum
20,126,Şaşırmış Durum
-1741,524,Üzgün Durum
-100,437,Sinirli Durum
-70,82,Heyecanlı Durum
-91,152,Heyecanlı Durum
27,159,Şaşırmış Durum
-4,177,Şaşırmış Durum
-99,324,Sinirli Durum
-1181,373,Üzgün Durum
16,461,Mutlu Durum
-11,199,Şaşırmış Durum
-56,13,Rahatlamış Durum
-12,28,Rahatlamış Durum
-96,522,Üzgün Durum
-722,90,Üzgün Durum
-1938,792,Üzgün Durum
-72,446,Sinirli Durum
-2510,429,Üzgün Durum
33,430,Mutlu Durum
-1132,295,Üzgün Durum
19,251,Şaşırmış Durum
-56,37,Rahatlamış Durum
-27,204,Şaşırmış Durum
-94,366,Sinirli Durum
-18,173,Şaşırmış Durum
-870,292,Üzgün Durum
23,382,Mutlu Durum
-33,14,Rahatlamış Durum
-13,132,Şaşırmış Durum
-13,128,Şaşırmış Durum
-17,59,Heyecanlı Durum
-596,483,Üzgün Durum
-23,143,Şaşırmış Durum
-29,222,Şaşırmış Durum
33,104,Heyecanlı Durum
-1887,156,Üzgün Durum
35,388,Mutlu Durum
-41,189,Sinirli Durum
-1313,248,Üzgün Durum
-2852,651,Üzgün Durum
24,238,Şaşırmış Durum
-27,212,Heyecanlı Durum
25,363,Mutlu Durum
-57,30,Rahatlamış Durum
-63,179,Sinirli Durum
-9,157,Şaşırmış Durum
-9,24,Rahatlamış Durum
24,181,Şaşırmış Durum
-10,257,Şaşırmış Durum
-67,37,Rahatlamış Durum
-2289,787,Üzgün Durum
-45,145,Heyecanlı Durum
4,182,Şaşırmış Durum
-1522,518,Üzgün Durum
-35,769,Sinirli Durum
-28,37,Rahatlamış Durum
-22,180,Şaşırmış Durum
-12,160,Heyecanlı Durum
-89,169,Heyecanlı Durum
-44,122,Heyecanlı Durum
-2731,717,Üzgün Durum
-1261,193,Üzgün Durum
10,128,Heyecanlı Durum
-42,30,Rahatlamış Durum
29,198,Heyecanlı Durum
-3239,578,Üzgün Durum
-4,12,Rahatlamış Durum
-400,625,Üzgün Durum
18,446,Mutlu Durum
13,33,Rahatlamış Durum
27,199,Şaşırmış Durum
-73,133,Heyecanlı Durum
18,479,Mutlu Durum
-91,74,Heyecanlı Durum
-2170,36,Üzgün Durum
-37,24,Rahatlamış Durum
-984,42,Üzgün Durum
14,180,Heyecanlı Durum
-69,155,Heyecanlı Durum
-53,36,Rahatlamış Durum
35,385,Mutlu Durum
-99,197,Sinirli Durum
-18,610,Üzgün Durum
-17,106,Heyecanlı Durum
-36,248,Şaşırmış Durum
-90,391,Sinirli Durum
-88,93,Heyecanlı Durum
-47,94,Heyecanlı Durum
-15,23,Rahatlamış Durum
-14,174,Şaşırmış Durum
-28,31,Rahatlamış Durum
17,401,Mutlu Durum
-1964,628,Üzgün Durum
32,378,Mutlu Durum
14,253,Şaşırmış Durum
-13,152,Heyecanlı Durum
-14,147,Şaşırmış Durum
29,407,Mutlu Durum
-2607,585,Üzgün Durum
-522,67,Üzgün Durum
23,447,Mutlu Durum
-2047,219,Üzgün Durum
-100,95,Heyecanlı Durum
-40,344,Sinirli Durum
-9,222,Şaşırmış Durum
20,475,Mutlu Durum
-94,196,Heyecanlı Durum
34,434,Mutlu Durum
-94,793,Sinirli Durum
31,415,Mutlu Durum
-26,157,Şaşırmış Durum
-53,154,Heyecanlı Durum
-3078,720,Üzgün Durum
-44,232,Sinirli Durum
-76,254,Sinirli Durum
12,73,Heyecanlı Durum
1,177,Şaşırmış Durum
-70,17,Rahatlamış Durum
8,158,Heyecanlı Durum
-3006,290,Üzgün Durum
-9,20,Rahatlamış Durum
-29,185,Şaşırmış Durum
20,192,Şaşırmış Durum
-78,156,Sinirli Durum
-70,820,Sinirli Durum
24,404,Mutlu Durum
-9,248,Şaşırmış Durum
-39,247,Sinirli Durum
-67,24,Rahatlamış Durum
-92,86,Heyecanlı Durum
32,449,Mutlu Durum
-8,156,Şaşırmış Durum
-55,473,Sinirli Durum
-14,259,Şaşırmış Durum
-36,184,Şaşırmış Durum
3,22,Rahatlamış Durum
0,15,Rahatlamış Durum
-45,26,Rahatlamış Durum
-70,90,Heyecanlı Durum
-94,111,Heyecanlı Durum
-2644,308,Üzgün Durum
-3220,711,Üzgün Durum
23,462,Mutlu Durum
-49,405,Sinirli Durum
24,375,Mutlu Durum
-57,110,Heyecanlı Durum
23,431,Mutlu Durum
32,448,Mutlu Durum
33,105,Heyecanlı Durum
-66,750,Sinirli Durum
16,430,Mutlu Durum
-40,23,Rahatlamış Durum
21,440,Mutlu Durum
24,364,Mutlu Durum
-29,204,Şaşırmış Durum
-31,192,Heyecanlı Durum
-2447,554,Üzgün Durum
-52,65,Heyecanlı Durum
-2287,266,Üzgün Durum
-53,50,Heyecanlı Durum
-64,157,Heyecanlı Durum
-60,310,Sinirli Durum
-100,171,Sinirli Durum
-44,194,Heyecanlı Durum
16,466,Mutlu Durum
-90,313,Sinirli Durum
-1517,318,Üzgün Durum
-22,117,Heyecanlı Durum
14,205,Şaşırmış Durum
-89,542,Sinirli Durum
24,360,Mutlu Durum
-57,611,Sinirli Durum
-49,93,Sinirli Durum
-1123,545,Üzgün Durum
-17,189,Şaşırmış Durum
-730,656,Üzgün Durum
-60,330,Sinirli Durum
-85,683,Sinirli Durum
-70,231,Sinirli Durum
9,194,Şaşırmış Durum
27,12,Rahatlamış Durum
-20,150,Şaşırmış Durum
-64,530,Sinirli Durum
8,159,Şaşırmış Durum
-85,702,Sinirli Durum
-50,259,Sinirli Durum
-15,36,Rahatlamış Durum
21,25,Rahatlamış Durum
14,25,Rahatlamış Durum
-19,143,Heyecanlı Durum
-22,127,Şaşırmış Durum
8,248,Şaşırmış Durum
-26,142,Şaşırmış Durum
-80,114,Sinirli Durum
19,12,Rahatlamış Durum
-28,212,Heyecanlı Durum
22,181,Şaşırmış Durum
-63,11,Rahatlamış Durum
-24,71,Heyecanlı Durum
-16,233,Şaşırmış Durum
13,169,Şaşırmış Durum
-67,192,Heyecanlı Durum
-1405,42,Üzgün Durum
-36,142,Şaşırmış Durum
-257,11,Üzgün Durum
-45,694,Sinirli Durum
32,411,Mutlu Durum
-72,143,Heyecanlı Durum
20,403,Mutlu Durum
-1837,468,Üzgün Durum
-68,12,Rahatlamış Durum
18,21,Rahatlamış Durum
-52,149,Sinirli Durum
-82,158,Heyecanlı Durum
29,351,Mutlu Durum
-3,216,Heyecanlı Durum
-24,228,Şaşırmış Durum
30,424,Mutlu Durum
-82,201,Heyecanlı Durum
-92,220,Heyecanlı Durum
-24,16,Rahatlamış Durum
9,177,Şaşırmış Durum
22,251,Şaşırmış Durum
-63,514,Sinirli Durum
-2194,774,Üzgün Durum
-3028,123,Üzgün Durum
-70,27,Rahatlamış Durum
-84,366,Sinirli Durum
-5,95,Heyecanlı Durum
-80,94,Heyecanlı Durum
19,442,Mutlu Durum
-78,371,Sinirli Durum
-94,161,Heyecanlı Durum
-78,200,Heyecanlı Durum
-12,176,Şaşırmış Durum
24,392,Mutlu Durum
15,181,Şaşırmış Durum
-61,33,Sinirli Durum
35,415,Mutlu Durum
-89,813,Sinirli Durum
-84,259,Sinirli Durum
2,205,Şaşırmış Durum
-40,130,Şaşırmış Durum
